,id,name,summary,host_id,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,city,state,zipcode,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,review_scores_rating_new,review_scores_accuracy_new,review_scores_cleanliness_new,review_scores_checkin_new,review_scores_communication_new,review_scores_location_new,review_scores_value_new,reviews_per_month_category,price_range
3164,8424897,Large Private Room Columbia Height,"A very SPACIOUS furnished room in the 2nd floor of a row house near the U Street Corridor and Columbia Heights on 14th Street of Northwest DC. We're close to buses and metro, as well as shops, restaurants, and bars. Free WiFi, Cable TV, and parking.",44368976,16/09/2015,f,1,t,t,", Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.9225562,-77.03354609,t,Townhouse,Private room,1,Real Bed,90,0,15,1,0,1,1125,0,0,19,294,1,21/09/2015,21/09/2015,f,flexible,f,f,1,1,100,10,8,10,10,10,10,Medium,0075-0100
3165,2051506,Cozy 1 bedroom Apt. Ust corridor,Cozy-cute one bedroom apartment located near the hip U-st. Corridor.  This apartment comfortably fits two and places you less than a block from the historic Meridian Hill Park and a couple blocks from Columbia Heights.  Enjoy full access to the apartment with easy accessibility to all metro lines.,10513195,08/12/2013,f,1,t,f,"Belmont Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92111069,-77.03200404,t,Apartment,Entire home/apt,2,Real Bed,120,150,0,1,15,10,30,0,30,60,60,15,21/01/2014,02/08/2014,f,flexible,f,f,1,0.72,95,10,10,9,10,10,10,Low,0100-0125
3166,4820389,Best row-house in Columbia Heights!,Come stay in this fantastic 2 bedroom apartment conveniently located in the heart of Columbia Heights. This neighborhood is one of the most convenient in DC- every main attraction is within a 1 mile radius by public transportation. ,23824019,16/11/2014,f,1,t,t,"Park Road Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93045141,-77.02988041,t,Apartment,Private room,2,Real Bed,70,0,20,4,15,2,1125,0,0,0,266,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0050-0075
3167,7286062,"Child Friendly, Trendy Neighborhood","Everything you need for four adults (a queen and a full bed) and 2 kids (2 toddler beds/cribs, plus two pack and plays if you squeeze), in trendy Columbia Heights with great public transportation and private parking. State of art home theater.",27617689,11/02/2015,f,1,t,t,"Monroe Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93143735,-77.03515166,t,House,Entire home/apt,6,Real Bed,126,2500,120,1,0,1,1125,0,0,0,57,3,12/08/2015,22/08/2015,f,moderate,f,f,1,1.7,93,10,9,10,10,9,9,Medium,0125-0150
3168,8065191,Cozy Room Close to Metro!,This location is ideal! So close to public transit and many amazing restaurants.,19227349,31/07/2014,f,1,t,t,"Columbia Road Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92866385,-77.02824013,t,Condominium,Private room,2,Real Bed,65,0,0,1,0,1,5,6,15,38,38,4,01/09/2015,01/10/2015,f,flexible,f,f,1,3.64,100,10,10,10,10,10,10,Medium,0050-0075
3169,4885488,Great 2 bdrm! 3 blks from metro,"This comfortable 2 bedroom and 2.5 bath apt is located 3 blocks from the Columbia Heights metro and walking distance to U St. and Adams Morgan.  It has one bed, a baby room with a crib, 3 more couches, 2 floors, a balcony, and a courtyard.",25134296,23/12/2014,f,1,t,t,"Harvard Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92610606,-77.03307848,t,Apartment,Entire home/apt,3,Real Bed,139,0,75,1,0,2,1125,0,0,0,244,5,13/03/2015,17/06/2015,f,strict,f,f,1,0.73,100,10,9,9,10,10,10,Low,0125-0150
3170,7089750,Private Room - Middle of the NW!,"Renting out my bedroom in a shared apartment when traveling for work. Apartment is fully functional, my roommate is accommodating and pleasant, and the location is right in the middle of bustling NW DC. Please feel free to ask any questions!",36645937,24/06/2015,f,1,t,t,"Washington, DC 20011, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20011,"Washington, DC",38.93626139,-77.0233369,t,Apartment,Private room,2,Real Bed,80,0,0,1,0,1,1125,0,0,0,68,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0075-0100
3171,2336948,Mauve Room-Otis Place BNB,Lovely mauve room in BNB built in 1898.  Easy walking distance to 2 metro rail stops and active bus line.  Lots of shopping and restaurants.  Private bath.,6177086,01/05/2013,f,5,t,t,"Otis Place Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93426332,-77.02679653,t,Bed & Breakfast,Private room,2,Real Bed,115,0,0,1,0,1,1125,30,60,90,365,0,0,0,f,flexible,f,f,3,0,0,0,0,0,0,0,0,None,0100-0125
3172,1157119,Cool scene - pvt bath and parking!,"Comfy, bright room, with attached bathroom in spacious two-bedroom condo. Enjoy a large open kitchen, two living/entertainment rooms, and free designated parking. North Columbia Heights/Petworth. Easy access to Metro, Bus-lines, and DC Bike Share - fun, green neighborhood, quick trip to downtown ",1928290,15/03/2012,f,1,t,t,"14th Street Northwest, Washington D.C, Washington, DC, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20011,"Washington, DC",38.93709811,-77.03423167,f,Apartment,Private room,2,Real Bed,65,200,0,2,15,3,60,0,0,25,25,35,31/05/2013,20/03/2015,f,flexible,f,f,1,1.23,97,10,10,10,10,9,10,Medium,0050-0075
3173,7023027,Vintage CHeights Rowhouse! Sleeps 5,Spectacular ground fl unit in Columbia Heights! It is located near the CH green & yellow line metro and DC USA restaurants & shopping. The space is private and great for both single travelers who want privacy or small families. Perfect for your trip!,36812494,26/06/2015,f,1,t,t,"Girard Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92649861,-77.03355697,t,Apartment,Entire home/apt,5,Real Bed,120,300,50,2,10,2,1125,0,25,55,330,7,20/07/2015,25/09/2015,t,moderate,f,f,1,2.76,95,9,9,10,10,8,10,Medium,0100-0125
3174,8318020,Finally! Private space - cool place,"Your own in-law suite -- private floor. Steps away from where you want to be, the things you want to do and places you want to go in Columbia Heights DC. Pinball machine, amazing mattress, in-room TV, Internet, HBO, Showtime and lots, lots more!",3219243,10/08/2012,f,1,t,f,", Washington, DC 20001, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20001,"Washington, DC",38.9262486,-77.02658629,t,House,Private room,2,Real Bed,89,0,25,1,0,1,1125,22,52,82,357,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0075-0100
3175,3925750,Sunny Private Room - Ideal Location,"We're lucky. Our spacious apartment offers beautiful views of the city from an old charming art-deco building. We're a few blocks from the metro, steps away from bus lines and Rock Creek Park, and in the heart of vibey Mt. Pleasant/Columbia Heights.",1512964,17/12/2011,f,1,t,t,"16th Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.92981378,-77.03599321,t,Apartment,Private room,2,Real Bed,80,0,30,2,0,2,1125,11,41,71,346,30,08/10/2014,21/09/2015,f,moderate,f,f,1,2.49,96,10,9,10,10,10,10,Medium,0075-0100
3176,6317776,3BR Boutique Loft+ Rooftop,"Private rooftop paradise! This newly constructed, fully stocked 2-story loft is the perfect place to call home while in DC. The rooftop deck flaunts a priceless view. Shops, restaurants, cafes, bars, supermarket, and the metro - all within 2 blocks.",15830506,21/05/2014,f,26,t,t,"Park Road Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93187583,-77.0290689,t,Apartment,Entire home/apt,8,Real Bed,300,100,150,8,50,1,1125,10,34,57,313,22,07/06/2015,24/09/2015,f,strict,f,f,18,5.55,96,10,10,10,10,9,9,High,0250-0350
3177,1484387,"Master BR (free breakfast, parking)","Master bedroom, with master bathroom in two-level townhome in Columbia Heights. Includes full use of our 2-level townhome, fully renovated in 2013, with top-quality furniture, appliances and finishes. Free parking in back; breakfast included.  ",2639916,14/06/2012,f,3,t,t,"Lamont Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93105132,-77.02569994,t,House,Private room,2,Real Bed,105,250,60,2,0,2,30,0,30,60,335,16,30/09/2013,17/09/2015,f,strict,f,f,3,0.65,94,9,10,9,10,8,9,Low,0100-0125
3178,3167878,Modern Apartment in Great Location,"Cozy and modern apartment in the hearth of the District of Columbia.  The apartment is in a recently renovated historical building, just a couple of blocks from the nightlife area (14th street, U street) and a 20 min walk to the White House. Well connected with public transport. The beautiful meridian park is only half a block away. Additionally, the building offers great amenities including Gym and Sauna.",16054388,27/05/2014,f,1,t,f,"16th Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.91982606,-77.03555949,t,Apartment,Entire home/apt,4,Real Bed,115,0,100,2,20,3,1125,30,60,90,365,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
3179,4531117,Cute & Cozy 1BD in the heart of DC,"•Nestled between the lively neighborhoods of U St & Columbia Heights •Short walk to DC's best restaurants, entertainment & 2 metro stops •Safe, secure & well-appointed for 3 with w/d, small gourmet kitchen & comfortable furnishings",2884674,09/07/2012,f,2,t,t,"Euclid Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92303798,-77.02748599,t,Apartment,Entire home/apt,3,Real Bed,140,200,75,1,0,1,1125,10,23,53,143,4,14/11/2014,23/02/2015,f,strict,f,f,2,0.37,100,10,10,9,10,10,10,Low,0125-0150
3180,4847104,Beautiful private room by Metro,"Stay in our beautifully renovated rowhouse in DC's most exciting and diverse neighborhood!  Just blocks from the Metro, our private room with a Queen size bed and attached private bath will keep you comfortable and close to the best of DC. ",2960961,16/07/2012,f,1,t,t,"Morton Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93275048,-77.02355131,t,House,Private room,2,Real Bed,50,0,0,1,0,1,1125,0,0,0,264,8,22/12/2014,15/01/2015,f,flexible,f,f,1,0.84,83,8,8,9,10,9,8,Low,0050-0075
3181,2768844,Comfortable and Well Located Studio,"Spacious, comfortable studio close to stores, bars and restaurants in Adams Morgan & Columbia Heights. Red & Green/Yellow subway lines. 20 min bus ride to the White House and Dupont Circle. Enjoy your stay in DC!",6397982,15/05/2013,f,1,t,t,"Harvard Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92776587,-77.03985106,t,Apartment,Entire home/apt,4,Real Bed,90,0,0,2,5,2,1125,0,5,25,271,14,20/05/2014,19/06/2015,f,moderate,f,f,1,0.84,97,10,9,9,10,9,10,Low,0075-0100
3182,56977,Mt. Pleasant Carriage House - NW DC,"We are a traditional bed-and-breakfast offering five rooms, all listed on Airbnb. Our Carriage House Suite -- with a private entrance, private bath and kitchenette -- is perfect for both short-term and extended stays.  ",27696,26/07/2009,f,5,t,t,"Park Road Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93278146,-77.0421138,t,House,Entire home/apt,2,Real Bed,140,200,0,2,25,3,730,7,13,40,315,19,15/04/2013,12/09/2015,f,strict,f,t,5,0.63,94,9,9,10,9,9,10,Low,0125-0150
3183,3718761,Quiet place U Street/ Col Hi,"A shared two bedroom, well appointed flat with a garden and roof deck that overlooks DC.   A quiet, small building next to Meridian Hill park in the U street corridor.  A private bedroom with a full-size bed and private bath.  Shared common area.  ",7086859,24/06/2013,f,2,t,t,"Belmont Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.9244619,-77.03530832,t,Apartment,Private room,2,Real Bed,110,0,30,1,0,1,365,10,26,56,331,10,04/08/2014,08/09/2015,f,strict,f,f,2,0.7,100,10,10,10,10,10,10,Low,0100-0125
3184,6061140,3 Bed 2 Bath / 4.5 Block to Metro,"3 Bed 2.5 Bath in Columbia Heights Washington DC. Gated Parking and yard great for a BBQ or if you have kids that need space to play. 4.5 blocks to Columbia Heights metro, 3 blocks to shopping. 1.5 blocks to restaurants/bars.Dishwasher, Washer Dryer",12234363,14/02/2014,f,2,t,t,"Kenyon St, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93069842,-77.02578282,f,House,Entire home/apt,8,Real Bed,199,500,100,6,35,1,1125,0,3,33,308,0,0,0,f,strict,f,f,2,0,0,0,0,0,0,0,0,None,0150-0200
3185,5969705,Spacious Room In The Heart of DC,"Large, sunny private room in a renovated elevator building located in heart of DC. Walking distance from U Street Corridor, Adams Morgan and the 14th street strip. There's no shortage of places to eat or enjoy a cold brew. Just steps to the Metro ",21496282,18/09/2014,f,1,t,f,"14th Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.9244594,-77.03331656,t,Apartment,Private room,2,Real Bed,85,0,0,1,0,7,1125,0,0,0,148,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0075-0100
3186,6483096,Spacious basement studio,"We use Airbnb on jazz gigs to NYC; first time listing here, though. Super-nice basement apartment with wonderful stone open shower.  Located in Columbia Heights, just a block away from restaurants, bars and shops, and a 5-min walk to the CH Metro.",33880646,21/05/2015,f,1,t,f,"Meridian Place Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93400123,-77.03249856,t,Bed & Breakfast,Entire home/apt,2,Pull-out Sofa,110,0,0,1,0,1,1125,0,0,0,108,1,15/06/2015,15/06/2015,f,flexible,f,f,1,0.27,80,10,10,8,10,10,8,Low,0100-0125
3187,7679092,Bright 1 BR DC Condo,"This cozy and bright condo is on the top floor of a quiet and quaint four-floor walk-up in the cool Columbia Heights neighborhood. The apartment is located two miles north of the White House which can be reached in only ten minutes using public transportation. The apartment is a two minute walk to several bus lines to downtown, a ten minute walk (.5 mile) to the Columbia Heights Metro Station (Green Line), and has several fantastic restaurants, bars, and a large grocery store nearby.",11839900,01/02/2014,f,1,t,t,"Meridian Place Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93248275,-77.03361354,t,Apartment,Entire home/apt,2,Real Bed,125,0,50,1,0,1,7,17,47,77,352,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0125-0150
3188,7645757,Large Master bedroom private bath,"Spacious master bedroom w/private bath in a beautiful 3 bdrm 2 bath townhouse available until (phone number hidden) blocks from Columbia Heights metro, one block from 3 major bus lines. Walking distance from bars and restaurants on 11th St and U St.",25107978,22/12/2014,f,2,t,f,"Harvard Street Northwest, Washington, DC 20001, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20001,"Washington, DC",38.92588395,-77.02590353,t,House,Private room,2,Real Bed,95,0,0,1,0,1,1125,0,0,0,30,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0075-0100
3189,1854004,Wonderfulness in historic rowhome,N/A,35004,30/08/2009,f,3,t,t,"Fairmont Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92518941,-77.03251497,t,Apartment,Entire home/apt,3,Real Bed,99,0,75,2,10,2,1125,19,49,79,354,77,07/12/2013,28/09/2015,f,moderate,f,f,3,3.47,85,10,9,9,9,8,9,Medium,0075-0100
3190,4631075,Modern:Bright:CoHi 1BD + SofaBed,"Make your capital city experience memorable in this contemporary Columbia Heights 1-bedroom.  Restaurants literally outside the front door and all of DC's great culture, food, and nightlife a step away in this transit, walk-friendly location!      ",1323447,22/10/2011,f,1,t,t,"11th Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93106867,-77.02811486,t,Apartment,Entire home/apt,3,Real Bed,129,250,29,2,10,2,1125,0,0,6,6,10,23/04/2015,18/09/2015,f,moderate,f,f,1,1.83,92,9,10,10,10,10,10,Medium,0125-0150
3191,7743874,"Sunny BR, Private Bath in NW DC","This handsome room is warm and sunny throughout the year, and has views onto Lamont Park. The private bathroom is right near by; the communal kitchen and porch down the hall. With a table, closet and more chairs available, it easily accommodates two!",13275854,18/03/2014,f,5,t,t,"Lamont Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93240305,-77.03979868,t,House,Private room,2,Real Bed,65,0,25,1,5,1,1125,13,43,73,348,0,0,0,f,flexible,f,f,5,0,0,0,0,0,0,0,0,None,0050-0075
3192,6515561,"Huge windows, balcony, park view!","Balcony overlooking Meridian Hill Park Located right in the middle of the U Street and 14th Street Corridors, DuPont Circle, and Adams Morgan 360 degree rooftop view Open kitchen and floor plan",21167254,10/09/2014,f,1,t,t,"New Hampshire Avenue Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.91982846,-77.03470591,t,Apartment,Entire home/apt,2,Real Bed,115,0,30,1,0,2,1125,0,0,0,105,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
3193,4621062,Modern 1B by Columbia Heights Metro,"This apartment is a spacious 1 bedroom, 1 bathroom unit in a very modern, new building 3 blocks from the Columbia Heights Metro Station. Very comfortable queen size tempurpedic mattress on bed and an air mattress available for extra guests.",23612892,11/11/2014,f,1,t,t,"14th Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.92936725,-77.03004997,t,Apartment,Entire home/apt,4,Real Bed,149,0,30,1,0,1,1125,10,11,41,131,33,19/01/2015,02/09/2015,t,strict,f,f,1,3.84,88,9,8,9,9,9,9,Medium,0125-0150
3194,3760712,House on the Hill - The Kennedy,"Welcome to The House on the Hill – Fairmont - your oasis in the city! This family-owned Boutique Hotel is conveniently located in the heart of the Columbia Heights Historic district. Enjoy a spacious bedroom, relaxing shared space & great amenities.",18715163,23/07/2014,t,5,t,t,"Fairmont Street Northwest, Washington, DC 20001, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20001,"Washington, DC",38.9245142,-77.02346114,t,Bed & Breakfast,Private room,2,Real Bed,135,100,20,2,50,2,14,25,55,85,360,2,02/10/2014,14/01/2015,t,strict,f,f,5,0.16,100,10,10,10,10,10,10,Low,0125-0150
3195,1761677,"Classic scandinavian, kid haven","Centrally located in Washington DC and the heart of historic Mt Pleasant, this design award winning worldly home is for Scandinavian design and African art lovers. A haven for families with kids who will love the 3rd floor ball pit and Legos galore.",9260186,06/10/2013,t,1,t,t,"18th Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.9291388,-77.04175795,t,House,Entire home/apt,8,Real Bed,325,1000,120,1,0,2,1125,0,3,7,7,23,22/12/2013,14/08/2015,f,strict,f,f,1,1.06,98,10,10,10,10,10,10,Medium,0250-0350
3196,8126524,GREAT APARTMENT! MERIDIAN PARK 15TH,Stay at one of the best neighborhoods in DC area right across Meridian Park.  Street Parking Permit available.,4102022,09/11/2012,f,1,t,f,"15th Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.9226307,-77.03481762,t,Apartment,Entire home/apt,2,Real Bed,100,150,60,1,0,2,1125,16,44,74,349,0,0,0,f,strict,f,f,1,0,0,0,0,0,0,0,0,None,0100-0125
3197,6414342,Sunny 2BD with Huge Balcony,"This bright 2 bed, 2 bath condo is located in the heart of Columbia Heights - a perfect centrally located spot and home to great restaurants, bars, and shopping.  Enjoy an en suite bathroom, central air, and lounging on the spacious private balcony!",20369380,21/08/2014,f,1,t,f,"Meridian Place Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93249078,-77.03361775,t,Apartment,Private room,2,Real Bed,79,0,0,1,0,1,1125,0,0,0,114,3,25/05/2015,24/06/2015,f,flexible,f,f,1,0.68,80,9,7,9,9,8,9,Low,0075-0100
3198,4355133,Eclectic loft in hip neighborhood,"Beautiful loft in the Columbia Heights/Petworth neighborhood.  Split level with master bedroom and full bathroom on second floor.  Private outdoor space with jacuzzi.  Walking distance to the metro (subway), buses, bike share and restaurants.",1505315,14/12/2011,f,1,t,f,"Lamont Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93196809,-77.02351408,t,Apartment,Private room,2,Real Bed,95,0,0,1,25,2,30,17,47,77,349,3,22/04/2015,21/09/2015,f,moderate,f,f,1,0.55,80,10,10,10,8,7,7,Low,0075-0100
3199,8426333,Modern 2-level loft w/priv elevator,"Amazing modern 2 level loft condo in heart of hip columbia heights & mt pleasant neighborhoods. Private elevator access to unit. King sized bed in large loft master bedroom, two full baths, panoramic rooftop views, floor to ceiling windows with remote controlled shades, full kitchen, electric fireplace and more.",11634619,25/01/2014,f,1,t,t,"16th Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92706394,-77.0357827,f,Apartment,Entire home/apt,4,Real Bed,200,0,75,2,50,1,1125,30,60,90,365,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0200-0250
3200,8352200,Look into the sky!,"I live in a gorgeous corner apartment that looks into the DC sky.  Floor to ceiling windows will make you feel like you are in the clouds. Close to the hottest street in DC - U Street!  2 blocks from metro, nightlife and amazing restaurants",44022959,12/09/2015,f,1,t,t,"14th Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92142351,-77.0308403,t,Apartment,Entire home/apt,7,Real Bed,375,350,60,3,25,3,1125,29,59,89,89,0,0,0,f,moderate,f,f,1,0,0,0,0,0,0,0,0,None,0350-0500
3201,889179,Private Basement & Bath w/ Queen bd,"My fiancé & I have a private basement w/ bathroom in our Columbia Heights Row-home. We have a baby who sleeps on the 3rd floor. We're  knowledgeable about D.C, close to public transit and have permit parking upon request. Come and go as you please!",4717019,15/01/2013,f,1,t,t,"Columbia Road Northwest, Washington, DC 20001, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20001,"Washington, DC",38.9285459,-77.02302714,t,House,Private room,2,Real Bed,75,0,0,1,0,2,7,6,28,57,332,76,21/05/2014,01/10/2015,f,flexible,f,f,1,4.55,93,9,9,10,10,9,10,High,0075-0100
3202,7245977,Great 1BR convenient to everything!,"For business or pleasure, our newly renovated, spacious English basement apartment in the heart of Columbia Hts. is a great home base.  It's close to metro, a short walk to fantastic bars and restaurants, and easy to get downtown and to the sights.",7762489,27/07/2013,f,1,t,t,"Euclid St, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92390512,-77.0281,t,Apartment,Entire home/apt,4,Real Bed,114,250,35,1,0,1,1125,16,46,76,349,1,30/07/2015,30/07/2015,f,flexible,f,f,1,0.45,80,8,10,10,10,8,10,Low,0100-0125
3203,6968006,Beautiful 1BD three blocks to metro,"This 1bed/1bath condo is modern and spacious with a convenient location. Just three blocks from the Columbia Heights metro, you can easily get anywhere in DC. It is walking distance from a grocery store (Safeway), Adams Morgan, bars, and restaurants.",17380232,28/06/2014,f,1,t,t,"16th Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92708265,-77.03682773,t,Apartment,Entire home/apt,2,Real Bed,115,200,25,2,50,2,1125,0,5,5,81,3,07/08/2015,21/09/2015,f,moderate,f,f,1,1.55,100,10,10,10,10,9,10,Medium,0100-0125
3204,8311492,Walking distance from Pope visit,"House has 3 bedrooms, 2 bathrooms, 3 beds, 2 futons, and a pull out bed.  2 parking spots in back and we are walking distance from the Basilica of the National Shrine of the Immaculate Conception where the Pope will be.  Photos available upon request",43820430,09/09/2015,f,1,t,f,"Kenyon Street Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.92937965,-77.02330513,t,House,Entire home/apt,6,Real Bed,2000,0,0,1,0,1,3,0,0,0,0,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,1000+
3205,1273717,DC House opposite woods  ,Convenient furnished Washington DC townhouse; front porch facing Rock Creek Park. 15 min walk to metro; 2 stops to Dupont Circle.  Back deck under the trees. Lots of lovely space inside house and outside.,6932915,15/06/2013,f,1,t,f,"Pierce Mill Road Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.93460805,-77.04668293,t,House,Entire home/apt,4,Real Bed,200,200,90,2,100,2,1125,13,43,73,348,2,24/07/2013,15/09/2013,f,flexible,f,f,1,0.07,80,10,8,9,10,9,10,Low,0200-0250
3206,864912,ColumbiaHeights/Petworth Row Home,#NAME?,4539831,31/12/2012,f,1,t,t,"Keefer Place Northwest, Washington, DC 20010, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20010,"Washington, DC",38.92982881,-77.0226252,t,House,Private room,1,Real Bed,89,0,0,1,0,1,90,0,28,58,304,8,01/04/2013,12/07/2015,f,strict,t,t,1,0.26,100,10,10,10,10,9,10,Low,0075-0100
3207,7950149,Rare Penthouse Condo U St Corridor,"2BR/2BA penthouse condo in the heart of U Street Corridor. Stainless steel appliances, granite counterstops, hardwood floors, 1000 square feet, 14 foot ceilings, skylights, large windows with great views of city life, sleepr sofa, and washer/dryer.",41922788,19/08/2015,f,1,t,f,"Euclid Street Northwest, Washington, DC 20009, United States","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Washington,DC,20009,"Washington, DC",38.92302611,-77.03024779,t,Condominium,Entire home/apt,6,Real Bed,150,0,100,4,50,2,1125,30,60,90,365,0,0,0,f,flexible,f,f,1,0,0,0,0,0,0,0,0,None,0150-0200
